,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,year,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,RANK,Happiness score,Whisker-high,Whisker-low,Dystopia (1.83) + residual,Explained by: GDP per capita
792,,,,,,,,,,,0.124770768,,2020,,,,,,,,,,,,,,,0.927176654,73.60160065,0.933913231,0.390843362,Canada,North America and ANZ,7.23210001,0.04040546,7.311294556,7.152905464,10.69236851,1.972316742,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,2.195269108,,,,,,
793,,,,,,,,,,,0.19046016,,2020,,,,,,,,,,,,,,,0.944854617,73.60453796,0.915431738,0.41516912,Australia,North America and ANZ,7.222799778,0.041841116,7.30480814,7.140791416,10.72059631,1.972316742,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134,,,,,,
794,,,,,,,,,,,0.263732493,,2020,,,,,,,,,,,,,,,0.93668282,72.30160522,0.834743679,0.435915917,United Kingdom,Western Europe,7.164500237,0.037161909,7.237337589,7.091662884,10.60013485,1.972316742,1.273061037,1.457844973,0.97570008,0.525168657,0.373433441,0.322601646,2.236721992,,,,,,
795,,,,,,,,,,,0.10259372,,2020,,,,,,,,,,,,,,,0.913571239,73.20025635,0.747580588,0.78085506,Israel,Middle East and North Africa,7.128600121,0.042515181,7.211929798,7.045270443,10.41752529,1.972316742,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,2.713358402,,,,,,
796,,,,,,,,,,,-0.10242971,,2020,,,,,,,,,,,,,,,0.901545942,71.29985046,0.934738934,0.786332428,Costa Rica,Latin America and Caribbean,7.121399879,0.044816118,7.209239483,7.033560276,9.658156395,1.972316742,0.981107712,1.374853611,0.939635336,0.645017743,0.131266311,0.096362092,2.953135014,,,,,,
797,,,,,,,,,,,0.145784974,,2020,,,,,,,,,,,,,,,0.942081571,72.30078888,0.886982977,0.357184172,Ireland,Western Europe,7.093699932,0.039863452,7.171832085,7.01556778,11.16097832,1.972316742,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,1.943878174,,,,,,
798,,,,,,,,,,,0.080179386,,2020,,,,,,,,,,,,,,,0.898874462,72.20201874,0.867371082,0.456422031,Germany,Western Europe,7.075799942,0.035609804,7.145595074,7.00600481,10.7328186,1.972316742,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,2.295249462,,,,,,
799,,,,,,,,,,,0.149891734,,2020,,,,,,,,,,,,,,,0.914219022,68.29949951,0.842619538,0.699715316,United States,North America and ANZ,6.939599991,0.047316168,7.032339573,6.846860409,10.92576885,1.972316742,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741,2.344124794,,,,,,
800,,,,,,,,,,,-0.230861515,,2020,,,,,,,,,,,,,,,0.914430678,70.04793549,0.818537354,0.85844624,Czech Republic,Central and Eastern Europe,6.910900116,0.042891297,6.994966984,6.826833248,10.40416336,1.972316742,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2.796808243,,,,,,
801,,,,,,,,,,,-0.078691199,,2020,,,,,,,,,,,,,,,0.911632538,72.00164795,0.813582063,0.612297952,Belgium,Western Europe,6.863500118,0.034370355,6.930866241,6.796133995,10.6736393,1.972316742,1.295842767,1.398677588,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,,,,,,
802,,,,,,,,,,,0.123450845,,2020,,,,,,,,,,,,,,,0.849181116,67.08278656,0.941345513,0.594502211,United Arab Emirates,Middle East and North Africa,6.790800095,0.040698379,6.870568752,6.711031437,11.1099987,1.972316742,1.431086421,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,,,,,,
803,,,,,,,,,,,0.214965805,,2020,,,,,,,,,,,,,,,0.93037951,72.19999695,0.924911439,0.658547282,Malta,Western Europe,6.772799969,0.042958103,6.856997967,6.688601971,10.53383827,1.972316742,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062,,,,,,
804,,,,,,,,,,,-0.130641967,,2020,,,,,,,,,,,,,,,0.937103748,73.80193329,0.825467646,0.583521128,France,Western Europe,6.663799763,0.037576791,6.737450123,6.590149403,10.58422279,1.972316742,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,2.053198338,,,,,,
805,,,,,,,,,,,-0.175266623,,2020,,,,,,,,,,,,,,,0.838665426,68.29902649,0.858709276,0.806821585,Mexico,Latin America and Caribbean,6.465000153,0.048122469,6.559319973,6.370680332,9.797797203,1.972316742,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.662540197,,,,,,
806,,,,,,,,,,,-0.073198698,,2020,,,,,,,,,,,,,,,0.894309103,69.59999847,0.77153033,0.73188293,Taiwan Province of China,East Asia,6.45539999,0.039139576,6.532113552,6.378686428,10.77568531,1.972316742,1.327470541,1.357760668,0.878437996,0.449404389,0.150598705,0.131516352,2.160238743,,,,,,
807,,,,,,,,,,,-0.101103112,,2020,,,,,,,,,,,,,,,0.92281127,69.00254822,0.892395437,0.635994136,Uruguay,Latin America and Caribbean,6.440100193,0.045419082,6.529121399,6.351078987,9.948192596,1.972316742,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.193425074,2.167276382,,,,,,
808,,,,,,,,,,,-0.168695062,,2020,,,,,,,,,,,,,,,0.874067068,66.30514526,0.854191244,0.682619512,Saudi Arabia,Middle East and North Africa,6.406499863,0.056533612,6.517305851,6.295693874,10.79781246,1.972316742,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,,,,,,
809,,,,,,,,,,,-0.050961714,,2020,,,,,,,,,,,,,,,0.921125412,74.40270996,0.751989543,0.765859902,Spain,Western Europe,6.400899887,0.04230037,6.483808517,6.317991257,10.46292686,1.972316742,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,,,,,,
810,,,,,,,,,,,-0.042938665,,2020,,,,,,,,,,,,,,,0.816621482,64.8089447,0.908147573,0.783237457,Guatemala,Latin America and Caribbean,6.398900032,0.058398303,6.5133605,6.284439564,8.924805641,1.972316742,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093,,,,,,
811,,,,,,,,,,,-0.043460999,,2020,,,,,,,,,,,,,,,0.889878571,73.60168457,0.66465199,0.873404682,Italy,Western Europe,6.38740015,0.043288074,6.47224474,6.302555561,10.48183632,1.972316742,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997,,,,,,
812,,,,,,,,,,,0.029879224,,2020,,,,,,,,,,,,,,,0.910268962,76.80458069,0.926645339,0.109784193,Singapore,Southeast Asia,6.377099991,0.033258967,6.442287445,6.311912537,11.39552116,1.972316742,1.519580126,1.39545691,1.137814283,0.635317206,0.218770906,0.533162236,0.937031746,,,,,,
813,,,,,,,,,,,-0.101812392,,2020,,,,,,,,,,,,,,,0.896723807,66.48016357,0.799804807,0.770601273,Brazil,Latin America and Caribbean,6.375599861,0.040790688,6.455549717,6.295650005,9.56643486,1.972316742,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313,,,,,,
814,,,,,,,,,,,-0.080603383,,2020,,,,,,,,,,,,,,,0.939575672,71.1029892,0.936142623,0.817071021,Slovenia,Central and Eastern Europe,6.363399982,0.043841314,6.449328899,6.277471066,10.39232254,1.972316742,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,,,,,,
815,,,,,,,,,,,-0.121072978,,2020,,,,,,,,,,,,,,,0.806092262,66.10826111,0.833805263,0.754319906,El Salvador,Latin America and Caribbean,6.34829998,0.058248438,6.462466717,6.234133244,8.909075737,1.972316742,0.748940408,1.149397612,0.752730012,0.524043918,0.1189363,0.117030352,2.937191725,,,,,,
816,,,,,,,,,,,0.190933764,,2020,,,,,,,,,,,,,,,0.820726514,63.88555527,0.861535907,0.922328293,Kosovo,Central and Eastern Europe,6.325200081,0.052216277,6.427544117,6.222856045,9.204429626,1.972316742,0.840481341,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2.736902714,,,,,,
817,,,,,,,,,,,-0.153927714,,2020,,,,,,,,,,,,,,,0.902094483,69.60301208,0.880366504,0.851588905,Panama,Latin America and Caribbean,6.304800034,0.059724931,6.421860695,6.187739372,10.03423405,1.972316742,1.097667813,1.376149297,0.878546536,0.57984978,0.097207308,0.054230526,2.221176147,,,,,,
818,,,,,,,,,,,-0.124409303,,2020,,,,,,,,,,,,,,,0.922493756,68.90634155,0.749952674,0.918096125,Slovakia,Central and Eastern Europe,6.280600071,0.03889757,6.35683918,6.204360962,10.34774971,1.972316742,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441,2.256422043,,,,,,
819,,,,,,,,,,,0.248427153,,2020,,,,,,,,,,,,,,,0.926595807,65.10757446,0.974998116,0.501497388,Uzbekistan,Commonwealth of Independent States,6.257599831,0.05422755,6.36388588,6.151313782,8.740371704,1.972316742,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,2.073346615,,,,,,
820,,,,,,,,,,,-0.065668367,,2020,,,,,,,,,,,,,,,0.879713595,69.90061951,0.744896293,0.838239431,Chile,Latin America and Caribbean,6.228499889,0.045723889,6.318118572,6.138881207,10.0320549,1.972316742,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,2.283012867,,,,,,
821,,,,,,,,,,,0.13372919,,2020,,,,,,,,,,,,,,,0.876342118,68.5,0.905855775,0.7393471,Bahrain,Middle East and North Africa,6.227300167,0.081882261,6.387789249,6.066811085,10.67638016,1.972316742,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362,,,,,,
822,,,,,,,,,,,-0.219725296,,2020,,,,,,,,,,,,,,,0.926107109,67.29407501,0.747381449,0.809583843,Lithuania,Central and Eastern Europe,6.215499878,0.044193108,6.302118301,6.128881454,10.34362602,1.972316742,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,2.238146067,,,,,,
823,,,,,,,,,,,0.000526841,,2020,,,,,,,,,,,,,,,0.91529417,63.5,0.857907116,0.912230611,Trinidad and Tobago,Latin America and Caribbean,6.191899776,0.114448458,6.416218758,5.967580795,10.26000214,1.972316742,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2.190695763,,,,,,
824,,,,,,,,,,,-0.205084071,,2020,,,,,,,,,,,,,,,0.874257445,69.31113434,0.862055779,0.686927021,Poland,Central and Eastern Europe,6.186299801,0.035500165,6.255880356,6.116719246,10.26512432,1.972316742,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981,,,,,,
825,,,,,,,,,,,-0.161235645,,2020,,,,,,,,,,,,,,,0.884440243,67.69958496,0.836179912,0.86457181,Colombia,Latin America and Caribbean,6.163400173,0.056480873,6.274102688,6.052697659,9.500369072,1.972316742,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,2.421656609,,,,,,
826,,,,,,,,,,,0.043731496,,2020,,,,,,,,,,,,,,,0.805996239,73.70222473,0.779858291,0.856271744,Cyprus,Western Europe,6.15899992,0.050605938,6.258187771,6.059812069,10.40570259,1.972316742,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805,,,,,,
827,,,,,,,,,,,0.020959141,,2020,,,,,,,,,,,,,,,0.857497036,67.50717926,0.863902867,0.665950119,Nicaragua,Latin America and Caribbean,6.13710022,0.063886963,6.262318611,6.011881828,8.493160248,1.972316742,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114,,,,,,
828,,,,,,,,,,,-0.19781521,,2020,,,,,,,,,,,,,,,0.825161517,67.20723724,0.842823207,0.934300244,Romania,Central and Eastern Europe,6.123700142,0.047432564,6.216668129,6.030732155,10.107584,1.972316742,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569,2.412749767,,,,,,
829,,,,,,,,,,,-0.100184701,,2020,,,,,,,,,,,,,,,0.846475244,66.76764679,0.872366488,0.760849059,Kuwait,Middle East and North Africa,6.102099895,0.053297732,6.206563473,5.997636318,11.08982468,1.972316742,1.424833655,1.244779825,0.776468933,0.570261419,0.132751092,0.112814933,1.840167999,,,,,,
830,,,,,,,,,,,-0.018318573,,2020,,,,,,,,,,,,,,,0.910357833,66.40434265,0.889534533,0.805343091,Mauritius,Sub-Saharan Africa,6.101299763,0.057226494,6.213463783,5.989135742,9.956786156,1.972316742,1.07366395,1.395666838,0.763389409,0.590838134,0.186894551,0.084088229,2.006720543,,,,,,
831,,,,,,,,,,,-0.068488635,,2020,,,,,,,,,,,,,,,0.934744895,64.60996246,0.811601937,0.764490843,Kazakhstan,Commonwealth of Independent States,6.057899952,0.043229785,6.1426301,5.973169804,10.11465836,1.972316742,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631,,,,,,
832,,,,,,,,,,,-0.111697771,,2020,,,,,,,,,,,,,,,0.934729993,68.60495758,0.87770915,0.623073816,Estonia,Central and Eastern Europe,6.021800041,0.035985194,6.092330933,5.95126915,10.34001732,1.972316742,1.192441225,1.453232527,0.842615008,0.576664805,0.125136748,0.201766819,1.629928112,,,,,,
833,,,,,,,,,,,-0.105463006,,2020,,,,,,,,,,,,,,,0.846730053,61.92676163,0.915463448,0.733634114,Philippines,Southeast Asia,6.006000042,0.049858402,6.103722572,5.908277512,8.993545532,1.972316742,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,2.501741886,,,,,,
834,,,,,,,,,,,-0.194323018,,2020,,,,,,,,,,,,,,,0.921934128,67.60997009,0.718964577,0.892916501,Hungary,Central and Eastern Europe,6.000400066,0.039473221,6.077767372,5.923032761,10.24924374,1.972316742,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173,2.121845722,,,,,,
835,,,,,,,,,,,0.268685192,,2020,,,,,,,,,,,,,,,0.889973223,67.25059509,0.905063033,0.886272311,Thailand,Southeast Asia,5.998799801,0.042596295,6.082288742,5.91531086,9.741791725,1.972316742,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,1.832384109,,,,,,
836,,,,,,,,,,,-0.194913864,,2020,,,,,,,,,,,,,,,0.900567949,68.80380249,0.831132412,0.842009842,Argentina,Latin America and Caribbean,5.974699974,0.053441759,6.079445839,5.869954109,9.810955048,1.972316742,1.028465629,1.372543693,0.849773705,0.520840347,0.070100471,0.060415059,2.072540998,,,,,,
837,,,,,,,,,,,0.086969115,,2020,,,,,,,,,,,,,,,0.821870148,67.19876862,0.870603263,0.801131904,Honduras,Latin America and Caribbean,5.953199863,0.065731592,6.082033634,5.824366093,8.424534798,1.972316742,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,2.464295387,,,,,,
838,,,,,,,,,,,-0.186888844,,2020,,,,,,,,,,,,,,,0.918288589,66.8074646,0.671237648,0.795580089,Latvia,Central and Eastern Europe,5.949999809,0.034838136,6.018282413,5.881717205,10.17531967,1.972316742,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054,,,,,,
839,,,,,,,,,,,-0.127014965,,2020,,,,,,,,,,,,,,,0.836418986,68.50003815,0.859828949,0.801215112,Ecuador,Latin America and Caribbean,5.925199986,0.052880634,6.028846264,5.821553707,9.246058464,1.972316742,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,,,,,,
840,,,,,,,,,,,-0.220714301,,2020,,,,,,,,,,,,,,,0.886590719,72.40202332,0.888747811,0.892629504,Portugal,Western Europe,5.910900116,0.053158198,6.015089989,5.806710243,10.26374245,1.972316742,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466,1.752558708,,,,,,
841,,,,,,,,,,,-0.125106767,,2020,,,,,,,,,,,,,,,0.915701866,67.09999847,0.858068526,0.888890028,Jamaica,Latin America and Caribbean,5.889800072,0.120590433,6.126157284,5.65344286,9.006250381,1.972316742,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531,,,,,,
842,,,,,,,,,,,-0.043404032,,2020,,,,,,,,,,,,,,,0.799387157,73.6027298,0.612965107,0.789067447,South Korea,East Asia,5.872399807,0.044085015,5.958806515,5.785993099,10.51056671,1.972316742,1.245300651,1.133560538,1.022542596,0.25935635,0.170303866,0.094596282,1.946757078,,,,,,
843,,,,,,,,,,,-0.246910349,,2020,,,,,,,,,,,,,,,0.883545935,75.00096893,0.809961379,0.654558063,Japan,East Asia,5.870800018,0.041391667,5.951927662,5.789672375,10.57968903,1.972316742,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,,,,,,
844,,,,,,,,,,,-0.16238822,,2020,,,,,,,,,,,,,,,0.831075251,68.10023499,0.824766099,0.893714964,Peru,Latin America and Caribbean,5.796800137,0.061311204,5.916970253,5.67663002,9.456313133,1.972316742,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,,,,,,
845,,,,,,,,,,,-0.073676221,,2020,,,,,,,,,,,,,,,0.881475747,68.21020508,0.726495862,0.843509018,Serbia,Central and Eastern Europe,5.77820015,0.050712325,5.877596378,5.678803921,9.680980682,1.972316742,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098,,,,,,
846,,,,,,,,,,,-0.09168113,,2020,,,,,,,,,,,,,,,0.803108692,63.6004715,0.875873327,0.822606206,Bolivia,Latin America and Caribbean,5.747499943,0.050645422,5.846765041,5.648234844,8.851115227,1.972316742,0.730976343,1.142350554,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593,,,,,,
847,,,,,,,,,,,0.04489987,,2020,,,,,,,,,,,,,,,0.689062297,58.25313568,0.734833717,0.745705426,Pakistan,South Asia,5.69329977,0.048216224,5.78780365,5.598795891,8.482727051,1.972316742,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736,,,,,,
848,,,,,,,,,,,0.007997713,,2020,,,,,,,,,,,,,,,0.898727894,65.63993835,0.885923445,0.834788501,Paraguay,Latin America and Caribbean,5.692100048,0.051957864,5.793937683,5.590262413,9.389982224,1.972316742,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528,,,,,,
849,,,,,,,,,,,-0.131263286,,2020,,,,,,,,,,,,,,,0.882085383,65.80748749,0.866202772,0.755999923,Dominican Republic,Latin America and Caribbean,5.689199924,0.069831297,5.826069355,5.552330494,9.664880753,1.972316742,0.983191848,1.328888893,0.741901696,0.5628739,0.112196781,0.115945682,1.844246864,,,,,,
850,,,,,,,,,,,0.098274559,,2020,,,,,,,,,,,,,,,0.829204142,67.80813599,0.651352704,0.933769107,Bosnia and Herzegovina,Central and Eastern Europe,5.674099922,0.046385963,5.765016556,5.583183289,9.455817223,1.972316742,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,,,,,,
851,,,,,,,,,,,-0.037741039,,2020,,,,,,,,,,,,,,,0.843313575,65.01301575,0.721609175,0.913314283,Moldova,Commonwealth of Independent States,5.607500076,0.042275578,5.690360069,5.524640083,8.776714325,1.972316742,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,,,,,,
852,,,,,,,,,,,-0.025088511,,2020,,,,,,,,,,,,,,,0.835297108,64.10459137,0.831383407,0.592076063,Tajikistan,Commonwealth of Independent States,5.555699825,0.032321576,5.619050026,5.492349625,8.024810791,1.972316742,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,,,,,,
853,,,,,,,,,,,-0.075600356,,2020,,,,,,,,,,,,,,,0.855314612,68.50534821,0.649565637,0.783121586,Montenegro,Central and Eastern Europe,5.54610014,0.04898582,5.642112255,5.450088024,9.751860619,1.972316742,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882,,,,,,
854,,,,,,,,,,,-0.151153743,,2020,,,,,,,,,,,,,,,0.903150737,64.10045624,0.729892612,0.864802599,Russia,Commonwealth of Independent States,5.546000004,0.039609671,5.623634815,5.468365192,10.12887192,1.972316742,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,,,,,,
855,,,,,,,,,,,0.154772058,,2020,,,,,,,,,,,,,,,0.887228489,64.10601044,0.909374893,0.888396084,Kyrgyzstan,Commonwealth of Independent States,5.541500092,0.043677468,5.627108097,5.455892086,8.148405075,1.972316742,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2.060206652,,,,,,
856,,,,,,,,,,,-0.164926544,,2020,,,,,,,,,,,,,,,0.90674746,66.10433197,0.639163077,0.63571167,Belarus,Commonwealth of Independent States,5.539899826,0.037060037,5.612537384,5.467262268,9.779945374,1.972316742,1.018854499,1.38713932,0.75258857,0.290755868,0.08993306,0.193607435,1.8069911,,,,,,
857,,,,,,,,,,,0.000227159,,2020,,,,,,,,,,,,,,,0.820356607,73.70222473,0.79529351,0.62611568,North Cyprus,Western Europe,5.53550005,0.051037241,5.635532856,5.435467243,10.40570259,1.972316742,1.21279943,1.183089137,1.026124597,0.477885723,0.199160054,0.199802905,1.23668766,,,,,,
858,,,,,,,,,,,-0.300907373,,2020,,,,,,,,,,,,,,,0.814380348,72.40525818,0.541345119,0.859931409,Greece,Western Europe,5.514999866,0.046931833,5.606986046,5.423013687,10.13232613,1.972316742,1.128070116,1.168973565,0.979431748,0.173516348,0.0,0.048844352,2.016179085,,,,,,
859,,,,,,,,,,,0.134979904,,2020,,,,,,,,,,,,,,,0.845969081,76.77170563,0.779833794,0.420607209,Hong Kong S.A.R. of China,East Asia,5.510399818,0.046019029,5.600596905,5.420202732,10.9346714,1.972316742,1.376746058,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,0.673293114,,,,,,
860,,,,,,,,,,,-0.128538325,,2020,,,,,,,,,,,,,,,0.874623716,70.21490479,0.714838803,0.916495264,Croatia,Central and Eastern Europe,5.504700184,0.037783645,5.578756332,5.430644035,10.07087517,1.972316742,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205,,,,,,
861,,,,,,,,,,,-0.085054487,,2020,,,,,,,,,,,,,,,0.825942934,62.29999924,0.773157001,0.668779135,Libya,Middle East and North Africa,5.488800049,0.060677204,5.607727528,5.36987257,9.789815903,1.972316742,1.021913767,1.196283698,0.615626633,0.451354057,0.142757699,0.172258079,1.888563156,,,,,,
862,,,,,,,,,,,0.098093867,,2020,,,,,,,,,,,,,,,0.937142491,62.30448532,0.693351328,0.863511205,Mongolia,East Asia,5.456200123,0.040313236,5.535213947,5.377186298,9.412186623,1.972316742,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126,1.810527563,,,,,,
863,,,,,,,,,,,0.114726797,,2020,,,,,,,,,,,,,,,0.816509426,67.10215759,0.894626856,0.839302301,Malaysia,Southeast Asia,5.384300232,0.048802696,5.479953289,5.288647175,10.26251888,1.972316742,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815,,,,,,
864,,,,,,,,,,,-0.094533332,,2020,,,,,,,,,,,,,,,0.849987149,67.9527359,0.939592957,0.79642123,Vietnam,Southeast Asia,5.353499889,0.033800762,5.41974926,5.287250519,8.809545517,1.972316742,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936,,,,,,
865,,,,,,,,,,,0.519586504,,2020,,,,,,,,,,,,,,,0.808379889,62.15584946,0.870614409,0.876296401,Indonesia,Southeast Asia,5.285600185,0.047692381,5.379077435,5.192122936,9.36975193,1.972316742,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,1.479573488,,,,,,
866,,,,,,,,,,,-0.043991156,,2020,,,,,,,,,,,,,,,0.658048689,49.50377274,0.727909327,0.790771961,Ivory Coast,Sub-Saharan Africa,5.233300209,0.073095515,5.376567364,5.090033054,8.225561142,1.972316742,0.537094414,0.799727261,0.154942513,0.397122532,0.169915587,0.093495794,3.081022501,,,,,,
867,,,,,,,,,,,-0.003537213,,2020,,,,,,,,,,,,,,,0.468671143,54.31246567,0.735182583,0.740532577,Benin,Sub-Saharan Africa,5.21600008,0.077759244,5.368408203,5.063591957,7.674319744,1.972316742,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,3.440809727,,,,,,
868,,,,,,,,,,,0.038085498,,2020,,,,,,,,,,,,,,,0.91316092,70.59999847,0.853962779,0.824211061,Maldives,South Asia,5.197599888,0.071985401,5.338691235,5.056508541,9.518632889,1.972316742,0.937864304,1.402287602,0.914439559,0.548203647,0.224198252,0.071906492,1.098674774,,,,,,
869,,,,,,,,,,,-0.123674095,,2020,,,,,,,,,,,,,,,0.640228093,57.92448044,0.719058514,0.751779079,Congo (Brazzaville),Sub-Saharan Africa,5.194399834,0.077028967,5.345376492,5.043423176,8.536987305,1.972316742,0.633616745,0.757636011,0.458101124,0.386514395,0.117216013,0.118670784,2.722619534,,,,,,
870,,,,,,,,,,,-0.240255281,,2020,,,,,,,,,,,,,,,0.819308281,65.50839996,0.786824107,0.55253756,Azerbaijan,Commonwealth of Independent States,5.164800167,0.034197241,5.231826782,5.097773552,9.687726974,1.972316742,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.247307181,1.507632971,,,,,,
871,,,,,,,,,,,-0.019877451,,2020,,,,,,,,,,,,,,,0.820392311,67.50442505,0.738840938,0.897490501,Macedonia,Central and Eastern Europe,5.159800053,0.046761535,5.251452446,5.068147659,9.510591507,1.972316742,0.935371995,1.183173537,0.802994132,0.410224587,0.18586354,0.024595059,1.617594957,,,,,,
872,,,,,,,,,,,0.094170853,,2020,,,,,,,,,,,,,,,0.728601098,57.20398712,0.794796526,0.847964764,Ghana,Sub-Saharan Africa,5.147999763,0.058634609,5.262923717,5.033075809,8.350645065,1.972316742,0.575862467,0.96636796,0.432162255,0.477290064,0.261291206,0.056570381,2.378437281,,,,,,
873,,,,,,,,,,,0.154168829,,2020,,,,,,,,,,,,,,,0.785512447,63.77917862,0.797565043,0.738099158,Nepal,South Asia,5.137199879,0.057692084,5.250276566,5.024123192,7.925357342,1.972316742,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,,,,,,
874,,,,,,,,,,,-0.171046436,,2020,,,,,,,,,,,,,,,0.826313555,66.90281677,0.608830452,0.748197377,Turkey,Middle East and North Africa,5.131800175,0.039838459,5.20988369,5.05371666,10.12941933,1.972316742,1.127169251,1.197159171,0.781335294,0.25440076,0.085885569,0.120983243,1.564816713,,,,,,
875,,,,,,,,,,,-0.18142575,,2020,,,,,,,,,,,,,,,0.798760593,69.2891922,0.898517907,0.7539711,China,East Asia,5.123899937,0.025901664,5.174667358,5.073132515,9.688568115,1.972316742,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,1.336181879,,,,,,
